Issuing Organization,Micro-credential Stack Name,Micro-credential Name,Competency Statement (Description),Badge Image Link (Badgr),Direct Link to MC on the platform,MC ID #,Audience,Education Standard,Topics
Digital Promise - Marketplace and Research,Conducting a Pilot,Survey Analysis," Educator or education leader analyzes survey data to evaluate the implementation and/or effectiveness of an innovative program, curriculum, product, or device. ",https://media.badgr.io/uploads/badges/f9e504fb-0ec5-4059-be48-f4a65ad4bb3d.png,https://microcredentials.digitalpromise.org/explore/survey-analysis,6ABLFQ,"Administrator,Coach & Curriculum Designer & Teacher Lead,Classroom Educator","ISTE Subject Matter,Learning Forward Subject Matter","Technology Planning & Infrastructure,Learning Communities,Student Data"
Digital Promise - Marketplace and Research,Conducting a Pilot,Planning a Pilot,"Educator or District Leader analyzes needs, develop goals, and create a system of inquiry to effectively implement a pilot.",https://media.badgr.io/uploads/badges/326d5400-f2fb-43a3-b055-6e0f92b33081.png,https://microcredentials.digitalpromise.org/explore/planning-a-pilot,Q36UT5,"Administrator,Coach & Curriculum Designer & Teacher Lead,Classroom Educator",ISTE Subject Matter,"Technology Planning & Infrastructure,Assessment"
Digital Promise - Product Certifications,Product Certification,Research-Based Design: Product Certification, Research about how people learn is core to the theoretical framework that drives product design and evidence throughout the product. The product team shares the research behind the design publicly. ,https://media.badgr.com/uploads/badges/a1bf61a3-d988-4b2a-873d-c09b2020a2e6.png,https://microcredentials.digitalpromise.org/explore/research-based-design-product-certification-2,35Q1ZD,,Digital Promise Research Map Topic List,Technology Planning & Infrastructure
Educators Rising,Beginning to Teach,Learner Engagement, The rising educator strategically hooks and sustains learners engagement throughout a learning experience.,https://media.badgr.io/uploads/badges/91617a2d-ab70-4273-b3b5-884b320b06ba.png,https://microcredentials.digitalpromise.org/explore/learner-engagement-2,ULD1HB,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Student Motivation,Instruction & Teacher Learning,Learning Sciences"
Educators Rising,Beginning to Teach,Classroom Culture," The rising educator analyzes the underlying strategies and active practices that skilled educators must implement to support a sustainable, equitable classroom culture. ",https://media.badgr.io/uploads/badges/7b0d5004-abc9-44af-810d-27521da261b8.png,https://microcredentials.digitalpromise.org/explore/classroom-culture-2,93J4VH,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Learning Environments,Identity & Behavior & Relationships,Instruction & Teacher Learning"
Educators Rising,Beginning to Teach,Collaboration," The rising educator strategically and successfully seeks out, synthesizes, and incorporates relevant ideas from other educators into his/her own instructional practice.",https://media.badgr.io/uploads/badges/89017978-19a0-45dd-a151-e995b1753e94.png,https://microcredentials.digitalpromise.org/explore/collaboration-2,NJVUGE,Classroom Educator,"ISTE Subject Matter,Learning Forward Subject Matter,Digital Promise Research Map Topic List","Global Collaboration,Identity & Behavior & Relationships,Learning Communities"
Educators Rising,Beginning to Teach,Anti-bias Instruction, The rising educator analyzes the underlying strategies and active practices of anti-bias instruction that skilled educators implement and sustain. ,https://media.badgr.io/uploads/badges/ca423760-ff61-4214-81b6-e7f59615a456.png,https://microcredentials.digitalpromise.org/explore/anti-bias-instruction-2,FCRG1P,Classroom Educator,"Learning Forward Subject Matter,Digital Promise Research Map Topic List","Instruction & Teacher Learning,Identity & Behavior & Relationships,Learning Communities"
Educators Rising,Beginning to Teach,Formative Assessment," The rising educator finds ways to spur student growth through the creative, knowledgeable usage of formative assessment strategies. ",https://media.badgr.io/uploads/badges/8307d020-77f4-4eef-bbb0-0938f3558e9b.png,https://microcredentials.digitalpromise.org/explore/formative-assessments,3D9PKG,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Assessment,Instruction & Teacher Learning"
eSpark Learning,Best Practices in Blended Learning,Building a Classroom Culture of Metacognition through eSpark,Educator explicitly teaches students about metacognition and effectively uses one or more features of the eSpark iPad app or student experience as a springboard to model how to employ metacognition strategies.,https://media.badgr.io/uploads/badges/97b33bfc-0b94-45e1-8dbb-141c57e79efa.png,https://microcredentials.digitalpromise.org/explore/building-a-classroom-culture-of-metacognition-thro,DEMUZJ,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Learning Sciences,Metacognition,Identity & Behavior & Relationships,Technology Planning & Infrastructure"
eSpark Learning,Best Practices in Blended Learning,Using High Fives to Enhance Student Motivation in a Blended Classroom, Educator effectively embeds strategies and techniques into their instruction and classroom culture to create a recognition system for eSpark or Frontier.  ,https://media.badgr.io/uploads/badges/9fe3b983-f2f3-4e29-b652-50a4f6c56122.png,https://microcredentials.digitalpromise.org/explore/using-high-fives-to-enhance-student-motivation-in-,C3U0T1,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Introduction to the Learning Sciences,Metacognition,Student Motivation,Technology Planning & Infrastructure"
eSpark Learning,Best Practices in Blended Learning,Planning an Intervention Using your eSpark Dashboard,Educator uses data to effectively plan targeted student interventions.,https://media.badgr.io/uploads/badges/dbf38ebb-3af2-4067-b41a-19f84e0dc57a.png,https://microcredentials.digitalpromise.org/explore/planning-an-intervention-using-your-espark-dashboa,SXPTMY,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Introduction to the Learning Sciences,Response to Intervention,Technology Planning & Infrastructure"
Friday Institute at NC State,4Cs: Using technology to support the 4Cs in the classroom,Collaboration to Support Student Learning in a Digital Learning Environment,Educators must demonstrate a basic understanding of what collaboration is in the 4Cs framework and use it with digital resources to support learning in their classrooms.,https://media.badgr.io/uploads/badges/ea11df80-a2ca-4e9d-9ead-9e9f5b8aa112.png,https://microcredentials.digitalpromise.org/explore/collaboration-to-support-student-learning-in-a-dig,XZ6DFJ,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Learning Environments,Collaboration,Identity & Behavior & Relationships"
Friday Institute at NC State,Learner Variability,Build a Student-centered Plan to Support Learning Differences," Educators must demonstrate ability to collect and use data (including student input) in order to build an actionable, learner-centered plan to support a student&#39;s learning differences. ",https://media.badgr.io/uploads/badges/ef01709a-4f56-49d8-9463-86bb66158174.png,https://microcredentials.digitalpromise.org/explore/build-a-student-centered-plan-to-support-learning-,10SY45,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Student Motivation,Learner Variability,Personalized Learning,Learning Sciences"
Friday Institute at NC State,Learner Variability,Foundations of Practice in Executive Function," Educator understands what executive function is, how it affects student learning, and can identify strategies that support and develop executive functioning skills in the classroom context. ",https://media.badgr.io/uploads/badges/afcde0d2-1252-417b-8a9f-3391e2c8e492.png,https://microcredentials.digitalpromise.org/explore/foundations-of-practice-in-executive-function,T7SH9G,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List,Learning Forward Subject Matter","Learning Sciences,Learner Variability,Personalized Learning,Identity & Behavior & Relationships"
Friday Institute at NC State,Using Goal Setting to Build Learner Agency,3. Looking Ahead: Helping Your Students Revise and Reflect on Their Goals,"Educator supports students as they follow through with plans to achieve goals, celebrate, reflect, and set new goals.",https://media.badgr.io/uploads/badges/75642860-b4e5-4d14-917d-d497c741e8b0.png,https://microcredentials.digitalpromise.org/explore/3-looking-ahead-helping-your-students-revise-and-r,VTMBAP,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Learning Sciences,Student Motivation,Personalized Learning"
Friday Institute at NC State,Learner Variability,Auditory Processing, Educator identifies and supports students who have learning strengths or challenges related to auditory processing.  ,https://media.badgr.io/uploads/badges/9231c4e6-365f-4f9c-abf0-ec1a15e406d9.png,https://microcredentials.digitalpromise.org/explore/auditory-processing,DKJ5BF,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Learning Environments,Learner Variability,Identity & Behavior & Relationships,Personalized Learning"
Friday Institute at NC State,SAMR,"SAMR - Effective Use of Technology at the ""Modification"" Level", The educator thoughtfully and appropriately uses technology to modify and support instruction. ,https://media.badgr.io/uploads/badges/e366ca61-9001-449e-a902-a03e90d73878.png,https://microcredentials.digitalpromise.org/explore/samr-effective-use-of-technology-at-the-modificati,HWN56G,Classroom Educator,ISTE Subject Matter,"Learning Sciences,Personalized Learning"
Friday Institute at NC State,4Cs: Using technology to support the 4Cs in the classroom,Communication to Support Student Learning in a Digital Learning Environment,Educators must demonstrate a basic understanding of what communication is in the 4Cs framework and use it with digital resources to support learning in their classrooms.,https://media.badgr.io/uploads/badges/ea11df80-a2ca-4e9d-9ead-9e9f5b8aa112.png,https://microcredentials.digitalpromise.org/explore/communication-to-support-student-learning-in-a-dig,TDC68N,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Learning Environments,Identity & Behavior & Relationships,Communication Skills"
Friday Institute at NC State,Fractions Instruction,Try it today - Implementing a Fraction Lesson Using Number Lines, Educator implements a lesson plan that is based on student interviews to deliver a lesson on fractions using number lines. ,https://media.badgr.io/uploads/badges/632e1cfa-9602-492e-a597-2014757d1f39.png,https://microcredentials.digitalpromise.org/explore/try-it-today-implementing-a-fraction-lesson-usin-2,G19F42,Classroom Educator,Digital Promise Research Map Topic List,"STEM Learning Practices,Math Learning"
Friday Institute at NC State,4Cs: Using technology to support the 4Cs in the classroom,Creativity to Support Student Learning in a Digital Learning Environment,Educator demonstrates a basic understanding of what creativity is in the 4Cs framework and uses it with digital resources to support learning in their classrooms.,https://media.badgr.io/uploads/badges/b9cdf5df-96fe-44b0-a81e-e02fbec1ec43.png,https://microcredentials.digitalpromise.org/explore/creativity-to-support-student-learning-in-a-digita,NXH7Y3,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Learning Environments,Identity & Behavior & Relationships,Critical Thinking"
